------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         0.0002077094
                 0.2,         0.0002934543
                 0.3,         0.0002829756
                 0.4,          0.000287811
                 0.5,         0.0002825524
                 0.6,          0.000282215
                 0.7,         0.0002814189
                 0.8,         0.0002816594
                 0.9,         0.0002809312
                   1,         0.0002808068

