------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         9.609017e-05
                 0.2,         0.0001819151
                 0.3,         0.0002368762
                 0.4,         0.0002567417
                 0.5,         0.0002660803
                 0.6,          0.000274321
                 0.7,         0.0002790332
                 0.8,         0.0002778735
                 0.9,         0.0002800946
                   1,         0.0002726902

