------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,          0.000123343
                 0.2,         0.0001286899
                 0.3,         0.0001256415
                 0.4,          0.000119401
                 0.5,         0.0001126628
                 0.6,         0.0001093347
                 0.7,         0.0001067527
                 0.8,         0.0001072477
                 0.9,         0.0001051648
                   1,         0.0001047687

