------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,          0.000212264
                 0.2,         0.0003000287
                 0.3,         0.0002895377
                 0.4,         0.0002943952
                 0.5,         0.0002885393
                 0.6,         0.0002882611
                 0.7,         0.0002873837
                 0.8,         0.0002874237
                 0.9,         0.0002866861
                   1,         0.0002865081

